Category,Description,Caption,Shape,BGColour,BDColour,Text,Symbol1,Symbol2,DGNo,JPG,EPS,PDF
Direction and tourist signs,Tourist symbol for England and Wales: tourist Information Point or Centre,Tourist symbol for England and Wales: tourist Information Point or Centre,Rectangle,Brown,Brown,None,Other,Other,0,T1.jpg,T1.eps,T1.pdf
Direction and tourist signs,Junction ahead leading to a tourist attraction,Junction ahead leading to a tourist attraction,Rectangular,Brown,White,Number (Distance),Animal,Arrow,2202,2202.jpg,2202.eps,2202.pdf
Direction and tourist signs,Historic castle tourist attraction 10 miles ahead,Historic castle tourist attraction 10 miles ahead,Rectangular,Brown,White,Number (Distance),Other,None,2209,2209.jpg,2209.eps,2209.pdf
Direction and tourist signs,Tourist attraction ahead is closed,Tourist attraction ahead is closed,Rectangular,Brown,White,Number (Distance),Other,None,2209,2209V.jpg,2209V.eps,2209V.pdf
Direction and tourist signs,Tourist symbol for England and Wales: cricket ground,Tourist symbol for England and Wales: cricket ground,Rectangle,Brown,Brown,None,Other,Other,0,T137.jpg,T137.eps,Not available
Direction and tourist signs,Tourist symbol for England and Wales: cycle hire,Tourist symbol for England and Wales: cycle hire,Rectangle,Brown,Brown,None,Other,Other,0,T142.jpg,T142.eps,Not available
Direction and tourist signs,Tourist symbol for England only: Tourist attraction recognised by a regional tourist board or the English Tourist Board,Tourist symbol for England only: Tourist attraction recognised by a regional tourist board or the English Tourist Board,Rectangle,Brown,Brown,None,Other,Other,0,T201.jpg,T201.eps,T201.pdf
Direction and tourist signs,Tourist symbol for England and Wales: fishing,Tourist symbol for England and Wales: fishing,Rectangle,Brown,Brown,None,Other,Other,0,T140.jpg,T140.eps,T140.pdf
Direction and tourist signs,Tourist symbol for England and Wales: football ground,Tourist symbol for England and Wales: football ground,Rectangle,Brown,Brown,None,Other,Other,0,T138.jpg,T138.eps,T138.pdf
Direction and tourist signs,Tourist symbol for England and Wales: golf course,Tourist symbol for England and Wales: golf course,Rectangle,Brown,Brown,None,Other,Other,0,T134.jpg,T134.eps,T134.pdf
Direction and tourist signs,Tourist symbol for England and Wales: motor sport,Tourist symbol for England and Wales: motor sport,Rectangle,Brown,Brown,None,Other,Other,0,T136.jpg,T136.eps,Not available
Direction and tourist signs,Tourist symbol for England and Wales: race course,Tourist symbol for England and Wales: race course,Rectangle,Brown,Brown,None,Other,Other,0,T135.jpg,T135.eps,T135.pdf
Direction and tourist signs,Tourist symbol for Scotland only: tourist attraction recognised by 'VisitScotland',Tourist symbol for Scotland only: tourist attraction recognised by 'VisitScotland',Rectangle,Brown,Brown,None,Other,Other,0,T301.1.jpg,T301.1.eps,T301.1.pdf
Direction and tourist signs,Tourist symbol for England and Wales: ski slope,Tourist symbol for England and Wales: ski slope,Rectangle,Brown,Brown,None,Other,Other,0,T148.jpg,T148.eps,Not available
Direction and tourist signs,Tourist symbol for England only: sports centre,Tourist symbol for England only: sports centre,Rectangle,Brown,Brown,None,Other,Other,0,T204.jpg,T204.eps,Not available
Direction and tourist signs,Steam railway tourist attraction 100 yards ahead,Steam railway tourist attraction 100 yards ahead,Rectangular,Brown,White,Number (Distance),Vehicle (Car/Tram/Truck),None,2201,2201.jpg,2201.eps,2201.pdf
Direction and tourist signs,Tourist symbol for England and Wales: ten pin bowling,Tourist symbol for England and Wales: ten pin bowling,Rectangle,Brown,Brown,None,Other,Other,0,T149.jpg,T149.eps,T149.pdf
Direction and tourist signs,Direction along a route passing through places of interest recognised by a regional tourist board or the English tourist board,Direction along a route passing through places of interest recognised by a regional tourist board or the English tourist board,Rectangular,Brown,White,Other,Arrow,Rose (Tourist Attraction),2212,2212.jpg,2212.eps,2212.pdf
Direction and tourist signs,Tourist symbol for Wales only: Tourist attraction recognised by the Welsh tourist board,Tourist symbol for Wales only: Tourist attraction recognised by the Welsh tourist board,Rectangle,Brown,Brown,None,Other,Other,0,T401.jpg,T401.eps,Not available
Direction and tourist signs,Direction to services with details of the services provided,Direction to services with details of the services provided,Rectangular,White,Grey/Black,Other,Arrow,Other,2313.2,2313.2.jpg,2313.2.eps,2313.2.pdf
Direction and tourist signs,Direction and distance to a Tourist Information point or centre,Direction and distance to a Tourist Information point or centre,Rectangular,Brown,White,Number (Distance),Arrow,None,2204,2204.jpg,2204.eps,2204.pdf
Direction and tourist signs,"Distance ahead to services, with details of the services provided","Distance ahead to services, with details of the services provided",Rectangular,White,Grey/Black,Number (Distance),Other,Other,2313.1,2313.1.jpg,2313.1.eps,2313.1.pdf
Direction and tourist signs,Location of a Tourist information point or centre,Location of a Tourist information point or centre,Rectangular,Brown,White,Other,Other,None,2205,2205.jpg,2205.eps,2205.pdf
Direction and tourist signs,Entrance or junction ahead to services,Entrance or junction ahead to services,Rectangular,White,Grey/Black,Other,Arrow,None,2314.2,2314.2.jpg,2314.2.eps,2314.2.pdf
Direction and tourist signs,Entrance or direction to services,Entrance or direction to services,Rectangular,White,Grey/Black,Other,Arrow,None,2314.1,2314.1.jpg,2314.1.eps,2314.1.pdf
Direction and tourist signs,Camping and caravan site 300 yards ahead,Camping and caravan site 300 yards ahead,Rectangular,Brown,White,Number (Distance),Vehicle (Car/Tram/Truck),None,2301,2301.jpg,2301.eps,2301.pdf
Direction and tourist signs,Camping and caravan site 300 yards in the direction indicated,Camping and caravan site 300 yards in the direction indicated,Rectangular,Brown,White,Number (Distance),Vehicle (Car/Tram/Truck),Arrow,2302,2302.jpg,2302.eps,2302.pdf
Direction and tourist signs,"Distance ahead to parking place with a Tourist Information Point, picnic site, public telephone, public toilets and viewpoint","Distance ahead to parking place with a Tourist Information Point, picnic site, public telephone, public toilets and viewpoint",Rectangular,Brown,White,Number (Distance),Parking [P],Other,2307,2307.jpg,2307.eps,2307.pdf
Direction and tourist signs,Directions to different types of parking place from a junction ahead,Directions to different types of parking place from a junction ahead,Rectangular,White,Grey/Black,Other,Arrow,Parking [P],2505,2505.jpg,2505.eps,2505.pdf
Direction and tourist signs,Picnic area 150 yards ahead,Picnic area 150 yards ahead,Rectangular,Brown,White,Number (Distance),Pedestrian,Other,2305,2305.jpg,2305.eps,2305.pdf
Direction and tourist signs,Direction and distance to picnic area,Direction and distance to picnic area,Rectangular,Brown,White,Number (Distance),Other,Pedestrian,2306,2306.jpg,2306.eps,2306.pdf
Direction and tourist signs,Managed youth hostel 1 mile ahead,Managed youth hostel 1 mile ahead,Rectangular,Brown,White,Number (Distance),Other,None,2303,2303.jpg,2303.eps,2303.pdf
Direction and tourist signs,Youth hostel 200 yards in the direction indicated,Youth hostel 200 yards in the direction indicated,Rectangular,Brown,White,Number (Distance),Arrow,Other,2304,2304.jpg,2304.eps,2304.pdf
Direction and tourist signs,Distance to a commercial vehicles parking place ahead with public toilets and telephones,Distance to a commercial vehicles parking place ahead with public toilets and telephones,Rectangular,White,Grey/Black,Number (Distance),Parking [P],Other,2502,2502.jpg,2502.eps,2502.pdf
Direction and tourist signs,Direction to a lorry park via a U-turn at a roundabout ahead,Direction to a lorry park via a U-turn at a roundabout ahead,Rectangular,White,Grey/Black,None,Parking [P],Vehicle (Car/Tram/Truck),2510,2510.jpg,2510.eps,2510.pdf
Direction and tourist signs,Direction and distance to a multi-storey parking place,Direction and distance to a multi-storey parking place,Rectangular,White,Grey/Black,Number (Distance),Parking [P],Arrow,2508,2508.jpg,2508.eps,2508.pdf
Direction and tourist signs,Direction to a parking place available only on the day specified,Direction to a parking place available only on the day specified,Rectangular,White,Grey/Black,Other,Parking [P],Arrow,2507,2507.jpg,2507.eps,2507.pdf
Direction and tourist signs,Direction to a parking place for shoppers and showing the total number of spaces,Direction to a parking place for shoppers and showing the total number of spaces,Rectangular,White,Grey/Black,Other,Arrow,Parking [P],2506,2506.jpg,2506.eps,2506.pdf
Direction and tourist signs,General directions to different types of parking place,General directions to different types of parking place,Rectangular,White,Grey/Black,Other,Parking [P],Arrow,2505.1,2505.1.jpg,2505.1.eps,2505.1.pdf
Direction and tourist signs,Junction ahead leading to a destination advised for goods vehicles,Junction ahead leading to a destination advised for goods vehicles,Rectangular,Grey/Black,White,Other,Vehicle (Car/Tram/Truck),Arrow,2805,2805.jpg,2805.eps,2805.pdf
Direction and tourist signs,Junction ahead leading to route advised for goods vehicles,Junction ahead leading to route advised for goods vehicles,Rectangular,Grey/Black,White,Other,Vehicle (Car/Tram/Truck),Arrow,2805,2805V.jpg,2805V.eps,2805V.pdf
Direction and tourist signs,Direction to destination shown of route advised for goods vehicles,Direction to destination shown of route advised for goods vehicles,Rectangular,Grey/Black,White,Other,Arrow,Vehicle (Car/Tram/Truck),2806,2806.jpg,2806.eps,2806.pdf
Direction and tourist signs,Distance and direction to a parking place ahead from which a 'Park and Ride' scheme operates,Distance and direction to a parking place ahead from which a 'Park and Ride' scheme operates,Rectangular,White,Grey/Black,Number (Distance),Parking [P],Vehicle (Car/Tram/Truck),2503,2503.jpg,2503.eps,2503.pdf
Direction and tourist signs,Direction to a parking place from which a 'Park and Ride' scheme operates,Direction to a parking place from which a 'Park and Ride' scheme operates,Rectangular,White,Grey/Black,Other,Parking [P],Vehicle (Car/Tram/Truck),2504,2504R.jpg,2504R.eps,2504R.pdf
Direction and tourist signs,Direction to a parking place from which a 'Park and Ride' scheme operates,Direction to a parking place from which a 'Park and Ride' scheme operates,Rectangular,White,Grey/Black,Other,Parking [P],Vehicle (Car/Tram/Truck),2504,2504T.jpg,2504T.eps,2504T.pdf
Direction and tourist signs,Direction to a parking place from which a 'Park and Ride' scheme operates,Direction to a parking place from which a 'Park and Ride' scheme operates,Rectangular,White,Grey/Black,Other,Parking [P],Vehicle (Car/Tram/Truck),2504,2504P.jpg,2504P.eps,2504P.pdf
Direction and tourist signs,Direction of temporary diversion route from junction ahead,Direction of temporary diversion route from junction ahead,Rectangular,Yellow,Grey/Black,Other,Arrow,None,2703,2703V.jpg,2703V.eps,2703V.pdf
Direction and tourist signs,Diversion route symbol: circular,Diversion route symbol: circular,Rectangle,Yellow,Grey.black,None,other,None,0,S56K.jpg,S56K.eps,S56K.pdf
Direction and tourist signs,Diversion route symbol: square,Diversion route symbol: square,Rectangle,Yellow,Grey.black,None,other,None,0,S56C.jpg,S56C.eps,Not available
Direction and tourist signs,Direction of temporary diversion route,Direction of temporary diversion route,Rectangle,Yellow,Grey.black,None,other,None,0,2704V.jpg,2704V.eps,2704V.pdf
Direction and tourist signs,Diversion route symbol: Triangular,Diversion route symbol: Triangular,Rectangle,Yellow,Grey.black,None,other,None,0,S56G.jpg,S56G.eps,S56G.pdf
Direction and tourist signs,Start of temporary diversion route to the left,Start of temporary diversion route to the left,Rectangular,Yellow,Grey/Black,Other,Arrow,None,2702,2702L.jpg,2702L.eps,2702L.pdf
Direction and tourist signs,Start of temporary diversion route to the right,Start of temporary diversion route to the right,Rectangular,Yellow,Grey/Black,Other,Arrow,None,2702,2702.jpg,2702.eps,2702.pdf
Direction and tourist signs,End of temporary diversion route,End of temporary diversion route,Rectangular,Yellow,Grey/Black,Other,Arrow,None,2702,2702V.jpg,2702V.eps,2702V.pdf
Direction and tourist signs,Direction of temporary diversion route from junction ahead,Direction of temporary diversion route from junction ahead,Rectangular,Yellow,Grey/Black,Other,Arrow,None,2703,2703.jpg,2703.eps,2703.pdf
Direction and tourist signs,Direction of temporary diversion route,Direction of temporary diversion route,Rectangular,Yellow,Grey/Black,Other,Arrow,None,2704,2704.jpg,2704.eps,2704.pdf
Direction and tourist signs,"Junction ahead leading to a temporary diversion route, follow symbolic route","Junction ahead leading to a temporary diversion route, follow symbolic route",Rectangular,Yellow,Grey/Black,Other,Arrow,Other,2716,2716.jpg,2716.eps,2716.pdf
Direction and tourist signs,Roundabout ahead leading to a temporary diversion route to the destination shown,Roundabout ahead leading to a temporary diversion route to the destination shown,Rectangular,Yellow,Grey/Black,Other,Arrow,None,2706,2706.jpg,2706.eps,2706.pdf
Direction and tourist signs,Junction ahead of a primary route with non-primary route through a town or village that has been by-passed,Junction ahead of a primary route with non-primary route through a town or village that has been by-passed,Rectangular,Green,White,Number (Route),Arrow,None,2025,2025.jpg,2025.eps,2025.pdf
Direction and tourist signs,Junction ahead leading to a car ferry,Junction ahead leading to a car ferry,Rectangular,White,Grey/Black,None,Arrow,Vehicle (Car/Tram/Truck),2135,2135.jpg,2135.eps,2135.pdf
Direction and tourist signs,Direction to a vehicle ferry,Direction to a vehicle ferry,Rectangular,White,Grey/Black,None,Arrow,Vehicle (Car/Tram/Truck),2136,2136.jpg,2136.eps,2136.pdf
Direction and tourist signs,Direction to public toilets with facilities for disabled people,Direction to public toilets with facilities for disabled people,Rectangular,White,Grey/Black,None,Arrow,Other,2323,2323.jpg,2323.eps,2323.pdf
Direction and tourist signs,Direction to Vehicle and Operator Services Agency testing station for goods vehicles,Direction to Vehicle and Operator Services Agency testing station for goods vehicles,Rectangular,White,Grey/Black,Other,Arrow,Other,2802,2802.jpg,2802.eps,2802.pdf
Direction and tourist signs,Junction ahead leading to a London underground railway station,Junction ahead leading to a London underground railway station,Rectangular,White,Grey/Black,Other,Arrow,TFL Tube / Rail,2133,2133.jpg,2133.eps,2133.pdf
Direction and tourist signs,Direction to a public telephone,Direction to a public telephone,Rectangular,White,Grey/Black,Other,Arrow,Other,2322,2322.jpg,2322.eps,2322.pdf
Direction and tourist signs,Direction to a public telephone,Direction to a public telephone,Rectangular,White,Grey/Black,Other,Arrow,Other,2322,2322R.jpg,2322R.eps,2322R.pdf
Direction and tourist signs,Direction to a shopping area which provides a shopmobility service for disabled people,Direction to a shopping area which provides a shopmobility service for disabled people,Rectangular,White,Grey/Black,None,Arrow,Other,2137,2137.jpg,2137.eps,2137.pdf
Direction and tourist signs,Direction ahead leading to a route for emergency vehicles to an emergency services incident point,Direction ahead leading to a route for emergency vehicles to an emergency services incident point,Rectangular,Green,Yellow,Other,Arrow,None,2710,2710.jpg,2710.eps,2710.pdf
Direction and tourist signs,Junction ahead leading to a route for emergency vehicles to a temporary incident control point,Junction ahead leading to a route for emergency vehicles to a temporary incident control point,Rectangular,Red,White,Other,Arrow,None,2708,2708.jpg,2708.eps,2708.pdf
Direction and tourist signs,Junction ahead leading to a route for emergency vehicles to a temporary incident control point,Junction ahead leading to a route for emergency vehicles to a temporary incident control point,Rectangular,Red,White,Other,Arrow,None,2708,2708R.jpg,2708R.eps,2708R.pdf
Direction and tourist signs,Additional traffic lane joining from the left ahead (non-primary routes),Additional traffic lane joining from the left ahead (non-primary routes),Rectangular,white,White,None,Arrow,None,874,868N.jpg,868N.eps,868N.pdf
Direction and tourist signs,Additional traffic lane joining from the left in 200 yards. Traffic on main carriageway had priority over joining traffic from the right hand lane of the slip road (primary routes),Additional traffic lane joining from the left in 200 yards. Traffic on main carriageway had priority over joining traffic from the right hand lane of the slip road (primary routes),Rectangular,Blue,White,None,Arrow,None,873,873+876P.jpg,873+876P.eps,873+876P.pdf
Direction and tourist signs,Direction to a new housing development,Direction to a new housing development,Rectangular,Yellow,Grey/Black,Other,Arrow,Other,2701,2701.jpg,2701.eps,2701.pdf
Direction and tourist signs,Additional traffic joining from the left ahead (non-primary route),Additional traffic joining from the left ahead (non-primary route),Rectangular,white,White,None,Arrow,None,874,868.1N.jpg,868.1N.eps,Not available
Direction and tourist signs,Additional traffic lanes joining from the right ahead. Traffic in the right hand lane joins the main carriageway. Traffic on the main carriageway has priority over joining traffic (primary route),Additional traffic lanes joining from the right ahead. Traffic in the right hand lane joins the main carriageway. Traffic on the main carriageway has priority over joining traffic (primary route),Rectangular,white,White,None,Arrow,None,874,874P.jpg,874P.eps,874P.pdf
Signs for cyclists and pedestrians,The number of a route for pedal cycles forming part of a regional cycle route network,The number of a route for pedal cycles forming part of a regional cycle route network,Rectangular,Blue,White,Number (Route),None,None,2602.3,2602.3.jpg,2602.3.eps,2602.3.pdf
Signs for cyclists and pedestrians,The number of a route for pedal cycles forming part of a national cycle route network,The number of a route for pedal cycles forming part of a national cycle route network,Rectangular,Blue,White,Number (Route),Cycle/Motorcycle,None,2602.2,2602.3V.jpg,2602.3V.eps,2602.3V.pdf
Signs for cyclists and pedestrians,Route for pedal cycles across an entry slip road at a junction ahead,Route for pedal cycles across an entry slip road at a junction ahead,Rectangular,Blue,White,Other,Cycle/Motorcycle,Arrow,2601.2,2601.2.jpg,2601.2.eps,2601.2.pdf
Signs for cyclists and pedestrians,Direction of a numbered route for pedal cycles forming part of a national cycle network at a junction,Direction of a numbered route for pedal cycles forming part of a national cycle network at a junction,Rectangular,Blue,White,Number (Route),Cycle/Motorcycle,Arrow,2601.1,2601.1.jpg,2601.1.eps,2601.1.pdf
Signs for cyclists and pedestrians,Direction of route to a tourist attraction for pedestrians,Direction of route to a tourist attraction for pedestrians,Rectangular,Brown,White,Other,Arrow,Pedestrian,2608,2608.jpg,2608.eps,2608.pdf
Signs for cyclists and pedestrians,Number route for pedal cycles forming part of a national cycle route network,Number route for pedal cycles forming part of a national cycle route network,Rectangular,Blue,White,Number (Route),Cycle/Motorcycle,None,2602.2,2602.2.jpg,2602.2.eps,2602.2.pdf
Signs for cyclists and pedestrians,Junction ahead leading to a parking place for pedal cycles,Junction ahead leading to a parking place for pedal cycles,Rectangular,Blue,White,None,Parking [P],Cycle/Motorcycle,2603,2603.jpg,2603.eps,2603.pdf
Signs for cyclists and pedestrians,Direction and distance to a free parking place for pedal cycles,Direction and distance to a free parking place for pedal cycles,Rectangular,Blue,White,Number (Distance),Parking [P],Cycle/Motorcycle,2604,2604R.jpg,2604R.eps,2604R.pdf
Signs for cyclists and pedestrians,Direction of route to railway and London Underground station for pedestrians and pedal cycles,Direction of route to railway and London Underground station for pedestrians and pedal cycles,Rectangular,Blue,White,None,Cycle/Motorcycle,TFL Tube / Rail,2606,2606.jpg,2606.eps,2606.pdf
Signs for cyclists and pedestrians,Direction of route to railway station for pedestrians and pedal cycles,Direction of route to railway station for pedestrians and pedal cycles,Rectangular,Blue,White,None,Cycle/Motorcycle,TFL Tube / Rail,2606,2606V.jpg,2606V.eps,2606V.pdf
Signs for cyclists and pedestrians,Direction to or along a public footpath,Direction to or along a public footpath,Rectangular,Brown,White,Other,Pedestrian,Arrow,2610,2610V.jpg,2610V.eps,2610V.pdf
Signs for cyclists and pedestrians,Direction of route to destination shown for pedestrians,Direction of route to destination shown for pedestrians,Rectangular,Blue,White,Other,Pedestrian,Arrow,2605,2605.jpg,2605.eps,2605.pdf
Signs for cyclists and pedestrians,Distance and direction of route to destination shown for pedestrians,Distance and direction of route to destination shown for pedestrians,Rectangular,Blue,White,Other,Pedestrian,Arrow,2605,2605V.jpg,2605V.eps,2605V.pdf
Signs for cyclists and pedestrians,Direction of route to destination shown for pedestrians,Direction of route to destination shown for pedestrians,Rectangular,Grey/Black,White,Other,Pedestrian,None,2607,2607.jpg,2607.eps,2607.pdf
Signs for cyclists and pedestrians,Direction of route to destination shown for pedestrians,Direction of route to destination shown for pedestrians,Rectangular,Brown,White,Other,Pedestrian,Arrow,2610,2607V.jpg,2607V.eps,2607V.pdf
Signs for cyclists and pedestrians,Direction along a footpath indicated by waymarks,Direction along a footpath indicated by waymarks,Rectangular,Green,White,None,Arrow,None,2610.2,2610.2.jpg,2610.2.eps,2610.2.pdf
Information signs,Distance of 2 miles to a section of dual carriageway ahead,Distance of 2 miles to a section of dual carriageway ahead,Rectangular,Blue,White,Number (Distance),None,None,818.1,818.1.jpg,818.1.eps,Not available
Information signs,Section of dual carriageway road begins ahead,Section of dual carriageway road begins ahead,Rectangular,Blue,White,Other,None,None,818,818.jpg,818.eps,Not available
Information signs,Distance of 1/2 mile of dual carriageway road extends ahead,Distance of 1/2 mile of dual carriageway road extends ahead,Rectangular,Blue,White,Number (Distance),None,None,818.11,818.1A.jpg,818.1A.eps,818.1A.pdf
Motorway signs,In 200 yards the number of lanes of traffic lanes ahead on a motorway reduces from three lanes to two. Traffic in the right hand lane must move into the lane on the immediate left,In 200 yards the number of lanes of traffic lanes ahead on a motorway reduces from three lanes to two. Traffic in the right hand lane must move into the lane on the immediate left,Rectangular,White,Grey/Black,None,Arrow,None,872.1,872.1M.jpg,872.1M.eps,872.1M.pdf
Information signs,No through road for vehicular traffic in direction indicated from junction ahead,No through road for vehicular traffic in direction indicated from junction ahead,Rectangular,Blue,White,None,Other,None,817,817.jpg,817.eps,817.pdf
Information signs,No through road for vehicular traffic in direction indicated from junction ahead,No through road for vehicular traffic in direction indicated from junction ahead,Rectangular,Blue,White,None,Other,None,817,817V.jpg,817V.eps,817V.pdf
Information signs,Number of lanes of traffic lanes ahead on a dual carriageway reduces from three lanes to two. Traffic in the right hand lane must move into the lane on the immediate left,Number of lanes of traffic lanes ahead on a dual carriageway reduces from three lanes to two. Traffic in the right hand lane must move into the lane on the immediate left,Rectangular,White,Grey/Black,None,Arrow,None,872.1,872.1.jpg,872.1.eps,Not available
Information signs,Passing place on a narrow road,Passing place on a narrow road,Rectangular,White,Grey/Black,Other,None,None,822,822.jpg,822.eps,822.pdf
Information signs,Number of lanes of traffic lanes ahead on a primary route reduces from three lanes to two. Traffic in the right hand lane must move into the lane on the immediate left,Number of lanes of traffic lanes ahead on a primary route reduces from three lanes to two. Traffic in the right hand lane must move into the lane on the immediate left,Rectangular,White,Grey/Black,None,Arrow,None,872.1,872.1P.jpg,872.1P.eps,Not available
Information signs,"Route ahead only wide enough for one line of vehicles, but has passing places at intervals","Route ahead only wide enough for one line of vehicles, but has passing places at intervals",Rectangular,Blue,White,Other,None,None,821,821.jpg,821.eps,Not available
Information signs,Road unsuitable for articulated vehicles,Road unsuitable for articulated vehicles,Rectangular,Blue,White,Vehicle,None,None,820,820V5.jpg,820V5.eps,Not available
Information signs,Road unsuitable for caravans,Road unsuitable for caravans,Rectangular,Blue,White,Vehicle,None,None,820,820V1.jpg,820V1.eps,Not available
Information signs,Road unsuitable for heavy goods vehicles,Road unsuitable for heavy goods vehicles,Rectangular,Blue,White,Vehicle,None,None,820,820V2.jpg,820V2.eps,820V2.pdf
Information signs,Road unsuitable for long vehicles,Road unsuitable for long vehicles,Rectangular,Blue,White,Vehicle,None,None,820,820V4.jpg,820V4.eps,820V4.pdf
Information signs,Road unsuitable for motor vehicles,Road unsuitable for motor vehicles,Rectangular,Blue,White,Vehicle,None,None,820,820.jpg,820.eps,Not available
Information signs,Road unsuitable for trailers,Road unsuitable for trailers,Rectangular,Blue,White,Vehicle,None,None,820,820V6.jpg,820V6.eps,820V6.pdf
Information signs,Road unsuitable for wide vehicles,Road unsuitable for wide vehicles,Rectangular,Blue,White,Vehicle,None,None,820,820V3.jpg,820V3.eps,Not available
Information signs,Distance to a parking place ahead,Distance to a parking place ahead,Rectangular,Blue,White,Number (Distance),Parking [P],Other,2501,2501.jpg,2501.eps,2501.pdf
Information signs,Emergency telephone in a parking place,Emergency telephone in a parking place,Rectangular,Blue,White,Number (Distance),Parking [P],Other,2713.1,2713.1VP.jpg,2713.1VP.eps,2713.1VP.pdf
Information signs,Distance ahead to emergency telephone in a parking place,Distance ahead to emergency telephone in a parking place,Rectangular,Blue,White,Number (Distance),Parking [P],Other,2713.1,2713.1.jpg,2713.1.eps,2713.1.pdf
Information signs,Emergency telephone ahead,Emergency telephone ahead,Rectangular,Blue,White,Number (Distance),Parking [P],Other,2713.1,2713.1V.jpg,2713.1V.eps,2713.1V.pdf
Information signs,Emergency telephone 1 mile ahead,Emergency telephone 1 mile ahead,Rectangular,Blue,White,Number (Distance),Parking [P],Other,2713.1,2713.1VT.jpg,2713.1VT.eps,2713.1VT.pdf
Information signs,Direction to emergency exit for pedestrians from a tunnel,Direction to emergency exit for pedestrians from a tunnel,Rectangular,Green,Yellow,None,Pedestrian,Arrow,2711,2711.jpg,2711.eps,2711.pdf
Information signs,Direction to emergency exit for pedestrians from a tunnel,Direction to emergency exit for pedestrians from a tunnel,Rectangular,Green,Yellow,None,Pedestrian,Arrow,2711,2711L.jpg,2711L.eps,2711L.pdf
Information signs,Hospital ahead with accident and emergency facilities,Hospital ahead with accident and emergency facilities,Rectangular,Red,White,Number (Other),Other,None,827.2,827.2.jpg,827.2.eps,Not available
Information signs,Hospital ahead without accident and emergency facilities,Hospital ahead without accident and emergency facilities,Rectangular,Blue,White,Other,Other,None,827.1,827.1.jpg,827.1.eps,827.1.pdf
Information signs,One-way traffic in direction indicated (sign for pedestrians),One-way traffic in direction indicated (sign for pedestrians),Rectangular,Blue,White,Other,Arrow,None,810,810L.jpg,810L.eps,810L.pdf
Information signs,One-way traffic in direction indicated (sign for pedestrians),One-way traffic in direction indicated (sign for pedestrians),Rectangular,Blue,White,Other,Arrow,None,810,810.jpg,810.eps,810.pdf
Information signs,Ramped entrance to pedestrian overbridge,Ramped entrance to pedestrian overbridge,Rectangular,Blue,White,None,Pedestrian,Other,814.4,814.4.jpg,814.4.eps,814.4.pdf
Information signs,Ramped entrance to pedestrian subway,Ramped entrance to pedestrian subway,Rectangular,Blue,White,None,Pedestrian,Other,814.2,814.2.jpg,814.2.eps,814.2.pdf
Information signs,Stepped entrance to pedestrian overbridge,Stepped entrance to pedestrian overbridge,Rectangular,Blue,White,None,Pedestrian,Other,814.3,814.3.jpg,814.3.eps,Not available
Information signs,Stepped entrance to pedestrian subway,Stepped entrance to pedestrian subway,Rectangular,Blue,White,None,Pedestrian,None,814.1,814.1.jpg,814.1.eps,Not available
Information signs,Goods vehicles should leave the main carriageway on the approach to a vehicle check point,Goods vehicles should leave the main carriageway on the approach to a vehicle check point,Rectangular,Yellow,Grey/Black,Vehicle,Arrow,None,832.8,832.8.jpg,832.8.eps,Not available
Information signs,Direction to a vehicle check point,Direction to a vehicle check point,Rectangular,Yellow,Grey/Black,Other,Arrow,None,832.9,832.9.jpg,832.9.eps,Not available
Information signs,End of vehicle check point area,End of vehicle check point area,Rectangular,Yellow,Grey/Black,Other,None,None,832.101,832.10A.jpg,832.10A.eps,832.10A.pdf
Information signs,Goods vehicles may be directed to enter a check point ahead,Goods vehicles may be directed to enter a check point ahead,Rectangular,Yellow,Grey/Black,Other,Vehicle (Car/Tram/Truck),None,832.4,832.4.jpg,832.4.eps,Not available
Information signs,Goods vehicles and buses may be directed to enter a check point ahead,Goods vehicles and buses may be directed to enter a check point ahead,Rectangular,Yellow,Grey/Black,Other,Vehicle (Car/Tram/Truck),None,832.4,832.4V.jpg,832.4V.eps,832.4V.pdf
Information signs,Goods vehicles should get into the left lane to attend a goods vehicle check point ahead,Goods vehicles should get into the left lane to attend a goods vehicle check point ahead,Rectangular,Yellow,Grey/Black,Vehicle,Vehicle (Car/Tram/Truck),Arrow,832.6,832.6.jpg,832.6.eps,832.6.pdf
Information signs,Goods vehicles should get into the left hand lane of a three lane carriageway on the approach to a goods vehicle check point,Goods vehicles should get into the left hand lane of a three lane carriageway on the approach to a goods vehicle check point,Rectangular,Yellow,Grey/Black,Vehicle,Vehicle (Car/Tram/Truck),Arrow,832.7,832.7.jpg,832.7.eps,832.7.pdf
Information signs,Goods vehicles may be directed to stop ahead by a constable in uniform,Goods vehicles may be directed to stop ahead by a constable in uniform,Rectangular,Blue,White,Vehicle,None,None,830.2,830.2.jpg,830.2.eps,Not available
Information signs,Goods vehicles should keep to the left hand lane on approach to check point ahead,Goods vehicles should keep to the left hand lane on approach to check point ahead,Rectangular,Yellow,Grey/Black,Other,Vehicle (Car/Tram/Truck),None,832.5,832.5.jpg,832.5.eps,Not available
Information signs,Goods vehicles may be directed to leave the motorway at the junction ahead,Goods vehicles may be directed to leave the motorway at the junction ahead,Rectangular,Yellow,Grey/Black,Other,Vehicle (Car/Tram/Truck),None,832.3,832.3.jpg,832.3.eps,Not available
